                                            Experiment  Subset        Metric  File     Value                                  Model        CNN          RNN  LENGTH
404        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  F1-Score-ACF     5  0.355870       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
405        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-VS     1  0.692169       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
406        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-VS     2  0.713610       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
407        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-VS     3  0.797697       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
408        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-VS     4  0.671491       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
409        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-VS     5  0.712128       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
410        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-TA     1  0.362323       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
411        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-TA     2  0.511834       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
412        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-TA     3  0.380201       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
413        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-TA     4  0.409212       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
414        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15   F1-Score-TA     5  0.314304       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
415        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      F1-Score     1  0.572890       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
416        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      F1-Score     2  0.573235       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
417        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      F1-Score     3  0.565400       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
418        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      F1-Score     4  0.507217       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
419        Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      F1-Score     5  0.515960       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
420        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Idl     1  0.614544       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
421        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Idl     2  0.656188       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
422        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Idl     3  0.568665       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
423        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Idl     4  0.609167       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
424        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Idl     5  0.545222       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
425        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Inc     1  0.366709       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
426        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Inc     2  0.399416       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
427        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Inc     3  0.389816       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
428        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Inc     4  0.445676       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
429        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Inc     5  0.269316       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
430        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Vis     1  0.473897       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
431        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Vis     2  0.528649       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
432        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Vis     3  0.502653       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
433        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Vis     4  0.464719       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
434        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Vis     5  0.516453       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
435        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Cap     1  0.756048       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
436        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Cap     2  0.711407       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
437        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Cap     3  0.675523       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
438        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Cap     4  0.667570       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
439        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Cap     5  0.771269       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
440        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Hyd     1  0.691265       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
441        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Hyd     2  0.685235       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
442        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Hyd     3  0.645263       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
443        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Hyd     4  0.474729       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
444        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Hyd     5  0.614335       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
445        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Pha     1  0.910427       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
446        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Pha     2  0.952325       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
447        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Pha     3  0.927594       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
448        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Pha     4  0.905103       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
449        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-Pha     5  0.879778       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
450        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-IA     1  0.778709       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
451        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-IA     2  0.814554       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
452        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-IA     3  0.834194       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
453        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-IA     4  0.705395       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
454        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-IA     5  0.702304       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
455        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-CP     1  0.511568       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
456        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-CP     2  0.608178       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
457        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-CP     3  0.550513       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
458        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-CP     4  0.367875       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
459        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-CP     5  0.524068       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
460        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LI     1  0.693918       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
461        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LI     2  0.715413       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
462        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LI     3  0.654357       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
463        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LI     4  0.718364       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
464        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LI     5  0.631714       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
465        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LP     1  0.532114       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
466        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LP     2  0.509832       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
467        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LP     3  0.544024       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
468        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LP     4  0.534551       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
469        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-LP     5  0.515048       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
470        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-ACF     1  0.528744       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
471        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-ACF     2  0.521490       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
472        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-ACF     3  0.604443       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
473        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-ACF     4  0.396517       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
474        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  F1-Score-ACF     5  0.389047       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
475        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-VS     1  0.806781       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
476        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-VS     2  0.746747       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
477        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-VS     3  0.822084       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
478        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-VS     4  0.708302       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
479        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-VS     5  0.776418       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
480        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-TA     1  0.388387       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
481        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-TA     2  0.376693       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
482        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-TA     3  0.369716       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
483        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-TA     4  0.487212       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
484        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60   F1-Score-TA     5  0.290353       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
485        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      F1-Score     1  0.619470       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
486        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      F1-Score     2  0.632779       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
487        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      F1-Score     3  0.622219       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
488        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      F1-Score     4  0.575783       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
489        Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      F1-Score     5  0.571179       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
490        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Idl     1  0.642374       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
491        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Idl     2  0.684406       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
492        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Idl     3  0.626072       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
493        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Idl     4  0.625243       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
494        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Idl     5  0.645076       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
495        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Inc     1  0.350580       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
496        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Inc     2  0.320519       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
497        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Inc     3  0.397094       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
498        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Inc     4  0.356350       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
499        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Inc     5  0.181505       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
500        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Vis     1  0.466979       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
501        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Vis     2  0.525646       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
502        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Vis     3  0.565127       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
503        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Vis     4  0.442772       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
504        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Vis     5  0.519529       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
505        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Cap     1  0.691547       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
506        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Cap     2  0.672589       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
507        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Cap     3  0.625165       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
508        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Cap     4  0.569967       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
509        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Cap     5  0.770709       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
510        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Hyd     1  0.610603       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
511        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Hyd     2  0.654771       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
512        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Hyd     3  0.684064       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
513        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Hyd     4  0.464912       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
514        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Hyd     5  0.650772       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
515        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Pha     1  0.922945       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
516        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Pha     2  0.961204       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
517        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Pha     3  0.939168       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
518        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Pha     4  0.907251       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
519        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-Pha     5  0.903667       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
520        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-IA     1  0.808777       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
521        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-IA     2  0.836227       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
522        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-IA     3  0.869421       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
523        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-IA     4  0.750859       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
524        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-IA     5  0.770142       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
525        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-CP     1  0.471096       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
526        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-CP     2  0.643325       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
527        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-CP     3  0.627503       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
528        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-CP     4  0.461951       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
529        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-CP     5  0.457950       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
530        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LI     1  0.662234       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
531        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LI     2  0.725000       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
532        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LI     3  0.660907       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
533        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LI     4  0.736161       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
534        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LI     5  0.679656       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
535        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LP     1  0.496450       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
536        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LP     2  0.585044       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
537        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LP     3  0.633852       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
538        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LP     4  0.529141       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
539        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-LP     5  0.598307       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
540        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-ACF     1  0.525855       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
541        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-ACF     2  0.476376       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
542        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-ACF     3  0.532366       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
543        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-ACF     4  0.312437       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
544        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  F1-Score-ACF     5  0.418203       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
545        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-VS     1  0.763228       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
546        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-VS     2  0.695219       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
547        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-VS     3  0.788506       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
548        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-VS     4  0.772550       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
549        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-VS     5  0.717031       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
550        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-TA     1  0.377423       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
551        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-TA     2  0.312630       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
552        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-TA     3  0.350872       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
553        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-TA     4  0.436112       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
554        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180   F1-Score-TA     5  0.371912       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
555        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      F1-Score     1  0.599238       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
556        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      F1-Score     2  0.622535       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
557        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      F1-Score     3  0.638470       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
558        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      F1-Score     4  0.566593       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
559        Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      F1-Score     5  0.591112       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
560           Evaluation-ResNet152_GRU-finetuned-clip2       3  F1-Score-Idl     1  0.523972          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
561           Evaluation-ResNet152_GRU-finetuned-clip2       3  F1-Score-Idl     2  0.545885          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
562           Evaluation-ResNet152_GRU-finetuned-clip2       3  F1-Score-Idl     3  0.515573          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
563           Evaluation-ResNet152_GRU-finetuned-clip2       3  F1-Score-Idl     4  0.526515          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
564           Evaluation-ResNet152_GRU-finetuned-clip2       3  F1-Score-Idl     5  0.480175          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
565           Evaluation-ResNet152_GRU-finetuned-clip2       3  F1-Score-Inc     1  0.494801          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
566           Evaluation-ResNet152_GRU-finetuned-clip2       3  F1-Score-Inc     2  0.342624          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
567           Evaluation-ResNet152_GRU-finetuned-clip2       3  F1-Score-Inc     3  0.393162          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
