                                           Experiment  Subset        Metric  File     Value                                  Model        CNN          RNN  LENGTH
165       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-4th     1  0.037731       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
166       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-4th     2  0.035828       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
167       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-4th     3  0.041119       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
168       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-4th     4  0.044398       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
169       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-4th     5  0.041531       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
170       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-5th     1  0.019596       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
171       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-5th     2  0.019297       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
172       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-5th     3  0.024551       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
173       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-5th     4  0.027574       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
174       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15  Accuracy-5th     5  0.023668       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
175       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      Accuracy     1  0.680911       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
176       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      Accuracy     2  0.699519       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
177       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      Accuracy     3  0.676738       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
178       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      Accuracy     4  0.635168       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
179       Evaluation-ResNet152_BiLSTM-finetuned-clip2      15      Accuracy     5  0.626108       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      15
180       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-1st     1  0.745733       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
181       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-1st     2  0.771515       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
182       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-1st     3  0.748687       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
183       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-1st     4  0.705561       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
184       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-1st     5  0.701714       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
185       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-2nd     1  0.151583       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
186       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-2nd     2  0.122072       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
187       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-2nd     3  0.132372       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
188       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-2nd     4  0.165345       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
189       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-2nd     5  0.159099       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
190       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-3rd     1  0.046501       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
191       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-3rd     2  0.049038       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
192       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-3rd     3  0.062976       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
193       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-3rd     4  0.057503       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
194       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-3rd     5  0.067054       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
195       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-4th     1  0.024892       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
196       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-4th     2  0.023584       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
197       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-4th     3  0.024561       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
198       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-4th     4  0.028403       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
199       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-4th     5  0.026915       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
200       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-5th     1  0.012928       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
201       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-5th     2  0.013560       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
202       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-5th     3  0.012306       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
203       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-5th     4  0.016363       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
204       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60  Accuracy-5th     5  0.015240       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
205       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      Accuracy     1  0.745733       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
206       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      Accuracy     2  0.771515       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
207       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      Accuracy     3  0.748687       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
208       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      Accuracy     4  0.705561       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
209       Evaluation-ResNet152_BiLSTM-finetuned-clip2      60      Accuracy     5  0.701714       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM      60
210       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-1st     1  0.767943       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
211       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-1st     2  0.805719       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
212       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-1st     3  0.795849       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
213       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-1st     4  0.739333       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
214       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-1st     5  0.757897       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
215       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-2nd     1  0.144869       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
216       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-2nd     2  0.113658       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
217       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-2nd     3  0.116343       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
218       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-2nd     4  0.150315       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
219       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-2nd     5  0.149156       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
220       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-3rd     1  0.043067       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
221       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-3rd     2  0.041376       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
222       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-3rd     3  0.046167       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
223       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-3rd     4  0.050753       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
224       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-3rd     5  0.048253       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
225       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-4th     1  0.020072       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
226       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-4th     2  0.018036       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
227       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-4th     3  0.021325       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
228       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-4th     4  0.022699       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
229       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-4th     5  0.017756       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
230       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-5th     1  0.011022       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
231       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-5th     2  0.008874       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
232       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-5th     3  0.009269       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
233       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-5th     4  0.014406       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
234       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180  Accuracy-5th     5  0.011615       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
235       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      Accuracy     1  0.767943       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
236       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      Accuracy     2  0.805719       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
237       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      Accuracy     3  0.795849       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
238       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      Accuracy     4  0.739333       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
239       Evaluation-ResNet152_BiLSTM-finetuned-clip2     180      Accuracy     5  0.757897       ResNet152-BiLSTM-finetuned-clip2  ResNet152       BiLSTM     180
240          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-1st     1  0.619923          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
241          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-1st     2  0.648600          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
242          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-1st     3  0.637835          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
243          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-1st     4  0.594892          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
244          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-1st     5  0.589477          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
245          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-2nd     1  0.179125          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
246          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-2nd     2  0.157543          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
247          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-2nd     3  0.160635          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
248          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-2nd     4  0.193065          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
249          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-2nd     5  0.195046          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
250          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-3rd     1  0.084668          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
251          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-3rd     2  0.077424          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
252          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-3rd     3  0.087734          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
253          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-3rd     4  0.084113          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
254          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-3rd     5  0.089871          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
255          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-4th     1  0.050853          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
256          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-4th     2  0.041731          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
257          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-4th     3  0.043059          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
258          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-4th     4  0.043737          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
259          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-4th     5  0.043625          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
260          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-5th     1  0.025649          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
261          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-5th     2  0.026153          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
262          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-5th     3  0.025945          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
263          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-5th     4  0.031317          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
264          Evaluation-ResNet152_GRU-finetuned-clip2       3  Accuracy-5th     5  0.026547          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
265          Evaluation-ResNet152_GRU-finetuned-clip2       3      Accuracy     1  0.619923          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
266          Evaluation-ResNet152_GRU-finetuned-clip2       3      Accuracy     2  0.648600          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
267          Evaluation-ResNet152_GRU-finetuned-clip2       3      Accuracy     3  0.637835          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
268          Evaluation-ResNet152_GRU-finetuned-clip2       3      Accuracy     4  0.594892          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
269          Evaluation-ResNet152_GRU-finetuned-clip2       3      Accuracy     5  0.589477          ResNet152-GRU-finetuned-clip2  ResNet152          GRU       3
270          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-1st     1  0.660667          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
271          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-1st     2  0.687491          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
272          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-1st     3  0.663833          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
273          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-1st     4  0.604856          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
274          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-1st     5  0.607703          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
275          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-2nd     1  0.168792          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
276          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-2nd     2  0.143818          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
277          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-2nd     3  0.148631          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
278          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-2nd     4  0.188658          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
279          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-2nd     5  0.193252          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
280          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-3rd     1  0.078472          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
281          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-3rd     2  0.072718          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
282          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-3rd     3  0.086385          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
283          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-3rd     4  0.083824          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
284          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-3rd     5  0.083773          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
285          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-4th     1  0.039954          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
286          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-4th     2  0.037793          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
287          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-4th     3  0.040725          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
288          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-4th     4  0.044027          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
289          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-4th     5  0.037951          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
290          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-5th     1  0.022202          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
291          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-5th     2  0.020825          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
292          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-5th     3  0.022755          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
293          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-5th     4  0.030456          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
294          Evaluation-ResNet152_GRU-finetuned-clip2      15  Accuracy-5th     5  0.022300          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
295          Evaluation-ResNet152_GRU-finetuned-clip2      15      Accuracy     1  0.660667          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
296          Evaluation-ResNet152_GRU-finetuned-clip2      15      Accuracy     2  0.687491          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
297          Evaluation-ResNet152_GRU-finetuned-clip2      15      Accuracy     3  0.663833          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
298          Evaluation-ResNet152_GRU-finetuned-clip2      15      Accuracy     4  0.604856          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
299          Evaluation-ResNet152_GRU-finetuned-clip2      15      Accuracy     5  0.607703          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      15
300          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-1st     1  0.711929          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
301          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-1st     2  0.751750          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
302          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-1st     3  0.719078          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
303          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-1st     4  0.673710          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
304          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-1st     5  0.681150          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
305          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-2nd     1  0.163170          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
306          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-2nd     2  0.122503          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
307          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-2nd     3  0.136893          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
308          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-2nd     4  0.175808          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
309          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-2nd     5  0.161087          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
310          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-3rd     1  0.057933          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
311          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-3rd     2  0.055146          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
312          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-3rd     3  0.063980          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
313          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-3rd     4  0.064880          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
314          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-3rd     5  0.071567          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
315          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-4th     1  0.026363          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
316          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-4th     2  0.028167          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
317          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-4th     3  0.034262          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
318          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-4th     4  0.032753          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
319          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-4th     5  0.032774          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
320          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-5th     1  0.015558          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
321          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-5th     2  0.014761          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
322          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-5th     3  0.018262          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
323          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-5th     4  0.020395          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
324          Evaluation-ResNet152_GRU-finetuned-clip2      60  Accuracy-5th     5  0.017635          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
325          Evaluation-ResNet152_GRU-finetuned-clip2      60      Accuracy     1  0.711929          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
326          Evaluation-ResNet152_GRU-finetuned-clip2      60      Accuracy     2  0.751750          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
327          Evaluation-ResNet152_GRU-finetuned-clip2      60      Accuracy     3  0.719078          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
328          Evaluation-ResNet152_GRU-finetuned-clip2      60      Accuracy     4  0.673710          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
329          Evaluation-ResNet152_GRU-finetuned-clip2      60      Accuracy     5  0.681150          ResNet152-GRU-finetuned-clip2  ResNet152          GRU      60
330          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-1st     1  0.752751          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
331          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-1st     2  0.804935          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
332          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-1st     3  0.766937          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
333          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-1st     4  0.733783          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
334          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-1st     5  0.748327          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
335          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-2nd     1  0.138987          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
336          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-2nd     2  0.098382          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
337          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-2nd     3  0.116175          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
338          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-2nd     4  0.154669          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
339          Evaluation-ResNet152_GRU-finetuned-clip2     180  Accuracy-2nd     5  0.133334          ResNet152-GRU-finetuned-clip2  ResNet152          GRU     180
