                           Experiment        Metric  File     Value                  Model        CNN          RNN
233         Evaluation-ResNet152_LSTM   F1-Score-CP     4  0.796875         ResNet152-LSTM  ResNet152         LSTM
234         Evaluation-ResNet152_LSTM   F1-Score-CP     5  0.877193         ResNet152-LSTM  ResNet152         LSTM
235         Evaluation-ResNet152_LSTM   F1-Score-LI     1  0.888889         ResNet152-LSTM  ResNet152         LSTM
236         Evaluation-ResNet152_LSTM   F1-Score-LI     2  0.845361         ResNet152-LSTM  ResNet152         LSTM
237         Evaluation-ResNet152_LSTM   F1-Score-LI     3  0.895833         ResNet152-LSTM  ResNet152         LSTM
238         Evaluation-ResNet152_LSTM   F1-Score-LI     4  0.692308         ResNet152-LSTM  ResNet152         LSTM
239         Evaluation-ResNet152_LSTM   F1-Score-LI     5  0.842105         ResNet152-LSTM  ResNet152         LSTM
240         Evaluation-ResNet152_LSTM   F1-Score-LP     1  0.809917         ResNet152-LSTM  ResNet152         LSTM
241         Evaluation-ResNet152_LSTM   F1-Score-LP     2  0.716981         ResNet152-LSTM  ResNet152         LSTM
242         Evaluation-ResNet152_LSTM   F1-Score-LP     3  0.741379         ResNet152-LSTM  ResNet152         LSTM
243         Evaluation-ResNet152_LSTM   F1-Score-LP     4  0.785047         ResNet152-LSTM  ResNet152         LSTM
244         Evaluation-ResNet152_LSTM   F1-Score-LP     5  0.737864         ResNet152-LSTM  ResNet152         LSTM
245         Evaluation-ResNet152_LSTM  F1-Score-ACF     1  0.770642         ResNet152-LSTM  ResNet152         LSTM
246         Evaluation-ResNet152_LSTM  F1-Score-ACF     2  0.730435         ResNet152-LSTM  ResNet152         LSTM
247         Evaluation-ResNet152_LSTM  F1-Score-ACF     3  0.623853         ResNet152-LSTM  ResNet152         LSTM
248         Evaluation-ResNet152_LSTM  F1-Score-ACF     4  0.810345         ResNet152-LSTM  ResNet152         LSTM
249         Evaluation-ResNet152_LSTM  F1-Score-ACF     5  0.673469         ResNet152-LSTM  ResNet152         LSTM
250         Evaluation-ResNet152_LSTM   F1-Score-VS     1  0.893204         ResNet152-LSTM  ResNet152         LSTM
251         Evaluation-ResNet152_LSTM   F1-Score-VS     2  0.863158         ResNet152-LSTM  ResNet152         LSTM
252         Evaluation-ResNet152_LSTM   F1-Score-VS     3  0.860000         ResNet152-LSTM  ResNet152         LSTM
253         Evaluation-ResNet152_LSTM   F1-Score-VS     4  0.778947         ResNet152-LSTM  ResNet152         LSTM
254         Evaluation-ResNet152_LSTM   F1-Score-VS     5  0.841121         ResNet152-LSTM  ResNet152         LSTM
255         Evaluation-ResNet152_LSTM   F1-Score-TA     1  0.666667         ResNet152-LSTM  ResNet152         LSTM
256         Evaluation-ResNet152_LSTM   F1-Score-TA     2  0.821429         ResNet152-LSTM  ResNet152         LSTM
257         Evaluation-ResNet152_LSTM   F1-Score-TA     3  0.682353         ResNet152-LSTM  ResNet152         LSTM
258         Evaluation-ResNet152_LSTM   F1-Score-TA     4  0.825688         ResNet152-LSTM  ResNet152         LSTM
259         Evaluation-ResNet152_LSTM   F1-Score-TA     5  0.796875         ResNet152-LSTM  ResNet152         LSTM
260   Evaluation-ResNet152_Mamba-best  F1-Score-Idl     1  0.698113   ResNet152-Mamba-best  ResNet152        Mamba
261   Evaluation-ResNet152_Mamba-best  F1-Score-Idl     2  0.709091   ResNet152-Mamba-best  ResNet152        Mamba
262   Evaluation-ResNet152_Mamba-best  F1-Score-Idl     3  0.590909   ResNet152-Mamba-best  ResNet152        Mamba
263   Evaluation-ResNet152_Mamba-best  F1-Score-Idl     4  0.740741   ResNet152-Mamba-best  ResNet152        Mamba
264   Evaluation-ResNet152_Mamba-best  F1-Score-Idl     5  0.653061   ResNet152-Mamba-best  ResNet152        Mamba
265   Evaluation-ResNet152_Mamba-best  F1-Score-Inc     1  0.945455   ResNet152-Mamba-best  ResNet152        Mamba
266   Evaluation-ResNet152_Mamba-best  F1-Score-Inc     2  0.761062   ResNet152-Mamba-best  ResNet152        Mamba
267   Evaluation-ResNet152_Mamba-best  F1-Score-Inc     3  0.677686   ResNet152-Mamba-best  ResNet152        Mamba
268   Evaluation-ResNet152_Mamba-best  F1-Score-Inc     4  0.800000   ResNet152-Mamba-best  ResNet152        Mamba
269   Evaluation-ResNet152_Mamba-best  F1-Score-Inc     5  0.796875   ResNet152-Mamba-best  ResNet152        Mamba
270   Evaluation-ResNet152_Mamba-best  F1-Score-Vis     1  0.704000   ResNet152-Mamba-best  ResNet152        Mamba
271   Evaluation-ResNet152_Mamba-best  F1-Score-Vis     2  0.505747   ResNet152-Mamba-best  ResNet152        Mamba
272   Evaluation-ResNet152_Mamba-best  F1-Score-Vis     3  0.659091   ResNet152-Mamba-best  ResNet152        Mamba
273   Evaluation-ResNet152_Mamba-best  F1-Score-Vis     4  0.695652   ResNet152-Mamba-best  ResNet152        Mamba
274   Evaluation-ResNet152_Mamba-best  F1-Score-Vis     5  0.756757   ResNet152-Mamba-best  ResNet152        Mamba
275   Evaluation-ResNet152_Mamba-best  F1-Score-Cap     1  0.792079   ResNet152-Mamba-best  ResNet152        Mamba
276   Evaluation-ResNet152_Mamba-best  F1-Score-Cap     2  0.615385   ResNet152-Mamba-best  ResNet152        Mamba
277   Evaluation-ResNet152_Mamba-best  F1-Score-Cap     3  0.782609   ResNet152-Mamba-best  ResNet152        Mamba
278   Evaluation-ResNet152_Mamba-best  F1-Score-Cap     4  0.803419   ResNet152-Mamba-best  ResNet152        Mamba
279   Evaluation-ResNet152_Mamba-best  F1-Score-Cap     5  0.747664   ResNet152-Mamba-best  ResNet152        Mamba
280   Evaluation-ResNet152_Mamba-best  F1-Score-Hyd     1  0.773109   ResNet152-Mamba-best  ResNet152        Mamba
281   Evaluation-ResNet152_Mamba-best  F1-Score-Hyd     2  0.704000   ResNet152-Mamba-best  ResNet152        Mamba
282   Evaluation-ResNet152_Mamba-best  F1-Score-Hyd     3  0.842105   ResNet152-Mamba-best  ResNet152        Mamba
283   Evaluation-ResNet152_Mamba-best  F1-Score-Hyd     4  0.872727   ResNet152-Mamba-best  ResNet152        Mamba
284   Evaluation-ResNet152_Mamba-best  F1-Score-Hyd     5  0.743802   ResNet152-Mamba-best  ResNet152        Mamba
285   Evaluation-ResNet152_Mamba-best  F1-Score-Pha     1  0.848485   ResNet152-Mamba-best  ResNet152        Mamba
286   Evaluation-ResNet152_Mamba-best  F1-Score-Pha     2  0.834951   ResNet152-Mamba-best  ResNet152        Mamba
287   Evaluation-ResNet152_Mamba-best  F1-Score-Pha     3  0.795918   ResNet152-Mamba-best  ResNet152        Mamba
288   Evaluation-ResNet152_Mamba-best  F1-Score-Pha     4  0.826923   ResNet152-Mamba-best  ResNet152        Mamba
289   Evaluation-ResNet152_Mamba-best  F1-Score-Pha     5  0.880734   ResNet152-Mamba-best  ResNet152        Mamba
290   Evaluation-ResNet152_Mamba-best   F1-Score-IA     1  0.699029   ResNet152-Mamba-best  ResNet152        Mamba
291   Evaluation-ResNet152_Mamba-best   F1-Score-IA     2  0.780952   ResNet152-Mamba-best  ResNet152        Mamba
292   Evaluation-ResNet152_Mamba-best   F1-Score-IA     3  0.489362   ResNet152-Mamba-best  ResNet152        Mamba
293   Evaluation-ResNet152_Mamba-best   F1-Score-IA     4  0.757282   ResNet152-Mamba-best  ResNet152        Mamba
294   Evaluation-ResNet152_Mamba-best   F1-Score-IA     5  0.711538   ResNet152-Mamba-best  ResNet152        Mamba
295   Evaluation-ResNet152_Mamba-best   F1-Score-CP     1  0.760331   ResNet152-Mamba-best  ResNet152        Mamba
296   Evaluation-ResNet152_Mamba-best   F1-Score-CP     2  0.737705   ResNet152-Mamba-best  ResNet152        Mamba
297   Evaluation-ResNet152_Mamba-best   F1-Score-CP     3  0.666667   ResNet152-Mamba-best  ResNet152        Mamba
298   Evaluation-ResNet152_Mamba-best   F1-Score-CP     4  0.834783   ResNet152-Mamba-best  ResNet152        Mamba
299   Evaluation-ResNet152_Mamba-best   F1-Score-CP     5  0.841121   ResNet152-Mamba-best  ResNet152        Mamba
300   Evaluation-ResNet152_Mamba-best   F1-Score-LI     1  0.886792   ResNet152-Mamba-best  ResNet152        Mamba
301   Evaluation-ResNet152_Mamba-best   F1-Score-LI     2  0.831683   ResNet152-Mamba-best  ResNet152        Mamba
302   Evaluation-ResNet152_Mamba-best   F1-Score-LI     3  0.828283   ResNet152-Mamba-best  ResNet152        Mamba
303   Evaluation-ResNet152_Mamba-best   F1-Score-LI     4  0.833333   ResNet152-Mamba-best  ResNet152        Mamba
304   Evaluation-ResNet152_Mamba-best   F1-Score-LI     5  0.877193   ResNet152-Mamba-best  ResNet152        Mamba
305   Evaluation-ResNet152_Mamba-best   F1-Score-LP     1  0.718447   ResNet152-Mamba-best  ResNet152        Mamba
306   Evaluation-ResNet152_Mamba-best   F1-Score-LP     2  0.725664   ResNet152-Mamba-best  ResNet152        Mamba
307   Evaluation-ResNet152_Mamba-best   F1-Score-LP     3  0.703704   ResNet152-Mamba-best  ResNet152        Mamba
308   Evaluation-ResNet152_Mamba-best   F1-Score-LP     4  0.696429   ResNet152-Mamba-best  ResNet152        Mamba
309   Evaluation-ResNet152_Mamba-best   F1-Score-LP     5  0.770370   ResNet152-Mamba-best  ResNet152        Mamba
310   Evaluation-ResNet152_Mamba-best  F1-Score-ACF     1  0.737705   ResNet152-Mamba-best  ResNet152        Mamba
311   Evaluation-ResNet152_Mamba-best  F1-Score-ACF     2  0.709091   ResNet152-Mamba-best  ResNet152        Mamba
312   Evaluation-ResNet152_Mamba-best  F1-Score-ACF     3  0.640777   ResNet152-Mamba-best  ResNet152        Mamba
313   Evaluation-ResNet152_Mamba-best  F1-Score-ACF     4  0.679612   ResNet152-Mamba-best  ResNet152        Mamba
314   Evaluation-ResNet152_Mamba-best  F1-Score-ACF     5  0.728972   ResNet152-Mamba-best  ResNet152        Mamba
315   Evaluation-ResNet152_Mamba-best   F1-Score-VS     1  0.761194   ResNet152-Mamba-best  ResNet152        Mamba
316   Evaluation-ResNet152_Mamba-best   F1-Score-VS     2  0.857143   ResNet152-Mamba-best  ResNet152        Mamba
317   Evaluation-ResNet152_Mamba-best   F1-Score-VS     3  0.672000   ResNet152-Mamba-best  ResNet152        Mamba
318   Evaluation-ResNet152_Mamba-best   F1-Score-VS     4  0.821429   ResNet152-Mamba-best  ResNet152        Mamba
319   Evaluation-ResNet152_Mamba-best   F1-Score-VS     5  0.735043   ResNet152-Mamba-best  ResNet152        Mamba
320   Evaluation-ResNet152_Mamba-best   F1-Score-TA     1  0.672897   ResNet152-Mamba-best  ResNet152        Mamba
321   Evaluation-ResNet152_Mamba-best   F1-Score-TA     2  0.778761   ResNet152-Mamba-best  ResNet152        Mamba
322   Evaluation-ResNet152_Mamba-best   F1-Score-TA     3  0.778947   ResNet152-Mamba-best  ResNet152        Mamba
323   Evaluation-ResNet152_Mamba-best   F1-Score-TA     4  0.793103   ResNet152-Mamba-best  ResNet152        Mamba
324   Evaluation-ResNet152_Mamba-best   F1-Score-TA     5  0.755102   ResNet152-Mamba-best  ResNet152        Mamba
325  Evaluation-ResNet152_Transformer  F1-Score-Idl     1  0.736842  ResNet152-Transformer  ResNet152  Transformer
326  Evaluation-ResNet152_Transformer  F1-Score-Idl     2  0.732673  ResNet152-Transformer  ResNet152  Transformer
327  Evaluation-ResNet152_Transformer  F1-Score-Idl     3  0.693069  ResNet152-Transformer  ResNet152  Transformer
328  Evaluation-ResNet152_Transformer  F1-Score-Idl     4  0.714286  ResNet152-Transformer  ResNet152  Transformer
329  Evaluation-ResNet152_Transformer  F1-Score-Idl     5  0.692308  ResNet152-Transformer  ResNet152  Transformer
330  Evaluation-ResNet152_Transformer  F1-Score-Inc     1  0.859649  ResNet152-Transformer  ResNet152  Transformer
331  Evaluation-ResNet152_Transformer  F1-Score-Inc     2  0.884956  ResNet152-Transformer  ResNet152  Transformer
332  Evaluation-ResNet152_Transformer  F1-Score-Inc     3  0.846154  ResNet152-Transformer  ResNet152  Transformer
333  Evaluation-ResNet152_Transformer  F1-Score-Inc     4  0.818898  ResNet152-Transformer  ResNet152  Transformer
334  Evaluation-ResNet152_Transformer  F1-Score-Inc     5  0.768116  ResNet152-Transformer  ResNet152  Transformer
335  Evaluation-ResNet152_Transformer  F1-Score-Vis     1  0.754386  ResNet152-Transformer  ResNet152  Transformer
336  Evaluation-ResNet152_Transformer  F1-Score-Vis     2  0.680000  ResNet152-Transformer  ResNet152  Transformer
337  Evaluation-ResNet152_Transformer  F1-Score-Vis     3  0.715596  ResNet152-Transformer  ResNet152  Transformer
338  Evaluation-ResNet152_Transformer  F1-Score-Vis     4  0.728972  ResNet152-Transformer  ResNet152  Transformer
339  Evaluation-ResNet152_Transformer  F1-Score-Vis     5  0.774775  ResNet152-Transformer  ResNet152  Transformer
340  Evaluation-ResNet152_Transformer  F1-Score-Cap     1  0.725490  ResNet152-Transformer  ResNet152  Transformer
341  Evaluation-ResNet152_Transformer  F1-Score-Cap     2  0.711111  ResNet152-Transformer  ResNet152  Transformer
342  Evaluation-ResNet152_Transformer  F1-Score-Cap     3  0.795918  ResNet152-Transformer  ResNet152  Transformer
343  Evaluation-ResNet152_Transformer  F1-Score-Cap     4  0.809917  ResNet152-Transformer  ResNet152  Transformer
344  Evaluation-ResNet152_Transformer  F1-Score-Cap     5  0.841121  ResNet152-Transformer  ResNet152  Transformer
345  Evaluation-ResNet152_Transformer  F1-Score-Hyd     1  0.739496  ResNet152-Transformer  ResNet152  Transformer
346  Evaluation-ResNet152_Transformer  F1-Score-Hyd     2  0.730159  ResNet152-Transformer  ResNet152  Transformer
347  Evaluation-ResNet152_Transformer  F1-Score-Hyd     3  0.795918  ResNet152-Transformer  ResNet152  Transformer
348  Evaluation-ResNet152_Transformer  F1-Score-Hyd     4  0.910714  ResNet152-Transformer  ResNet152  Transformer
349  Evaluation-ResNet152_Transformer  F1-Score-Hyd     5  0.819048  ResNet152-Transformer  ResNet152  Transformer
350  Evaluation-ResNet152_Transformer  F1-Score-Pha     1  0.895238  ResNet152-Transformer  ResNet152  Transformer
351  Evaluation-ResNet152_Transformer  F1-Score-Pha     2  0.884615  ResNet152-Transformer  ResNet152  Transformer
352  Evaluation-ResNet152_Transformer  F1-Score-Pha     3  0.888889  ResNet152-Transformer  ResNet152  Transformer
353  Evaluation-ResNet152_Transformer  F1-Score-Pha     4  0.851852  ResNet152-Transformer  ResNet152  Transformer
354  Evaluation-ResNet152_Transformer  F1-Score-Pha     5  0.884956  ResNet152-Transformer  ResNet152  Transformer
355  Evaluation-ResNet152_Transformer   F1-Score-IA     1  0.864000  ResNet152-Transformer  ResNet152  Transformer
356  Evaluation-ResNet152_Transformer   F1-Score-IA     2  0.818182  ResNet152-Transformer  ResNet152  Transformer
357  Evaluation-ResNet152_Transformer   F1-Score-IA     3  0.814815  ResNet152-Transformer  ResNet152  Transformer
358  Evaluation-ResNet152_Transformer   F1-Score-IA     4  0.747475  ResNet152-Transformer  ResNet152  Transformer
359  Evaluation-ResNet152_Transformer   F1-Score-IA     5  0.830189  ResNet152-Transformer  ResNet152  Transformer
360  Evaluation-ResNet152_Transformer   F1-Score-CP     1  0.754386  ResNet152-Transformer  ResNet152  Transformer
361  Evaluation-ResNet152_Transformer   F1-Score-CP     2  0.862385  ResNet152-Transformer  ResNet152  Transformer
362  Evaluation-ResNet152_Transformer   F1-Score-CP     3  0.680412  ResNet152-Transformer  ResNet152  Transformer
363  Evaluation-ResNet152_Transformer   F1-Score-CP     4  0.785714  ResNet152-Transformer  ResNet152  Transformer
364  Evaluation-ResNet152_Transformer   F1-Score-CP     5  0.862069  ResNet152-Transformer  ResNet152  Transformer
365  Evaluation-ResNet152_Transformer   F1-Score-LI     1  0.897196  ResNet152-Transformer  ResNet152  Transformer
366  Evaluation-ResNet152_Transformer   F1-Score-LI     2  0.891089  ResNet152-Transformer  ResNet152  Transformer
367  Evaluation-ResNet152_Transformer   F1-Score-LI     3  0.796296  ResNet152-Transformer  ResNet152  Transformer
368  Evaluation-ResNet152_Transformer   F1-Score-LI     4  0.848485  ResNet152-Transformer  ResNet152  Transformer
369  Evaluation-ResNet152_Transformer   F1-Score-LI     5  0.826446  ResNet152-Transformer  ResNet152  Transformer
370  Evaluation-ResNet152_Transformer   F1-Score-LP     1  0.752475  ResNet152-Transformer  ResNet152  Transformer
371  Evaluation-ResNet152_Transformer   F1-Score-LP     2  0.770642  ResNet152-Transformer  ResNet152  Transformer
372  Evaluation-ResNet152_Transformer   F1-Score-LP     3  0.737864  ResNet152-Transformer  ResNet152  Transformer
373  Evaluation-ResNet152_Transformer   F1-Score-LP     4  0.864865  ResNet152-Transformer  ResNet152  Transformer
374  Evaluation-ResNet152_Transformer   F1-Score-LP     5  0.819048  ResNet152-Transformer  ResNet152  Transformer
375  Evaluation-ResNet152_Transformer  F1-Score-ACF     1  0.702703  ResNet152-Transformer  ResNet152  Transformer
376  Evaluation-ResNet152_Transformer  F1-Score-ACF     2  0.722222  ResNet152-Transformer  ResNet152  Transformer
377  Evaluation-ResNet152_Transformer  F1-Score-ACF     3  0.653846  ResNet152-Transformer  ResNet152  Transformer
378  Evaluation-ResNet152_Transformer  F1-Score-ACF     4  0.785714  ResNet152-Transformer  ResNet152  Transformer
379  Evaluation-ResNet152_Transformer  F1-Score-ACF     5  0.754717  ResNet152-Transformer  ResNet152  Transformer
380  Evaluation-ResNet152_Transformer   F1-Score-VS     1  0.891089  ResNet152-Transformer  ResNet152  Transformer
381  Evaluation-ResNet152_Transformer   F1-Score-VS     2  0.848485  ResNet152-Transformer  ResNet152  Transformer
382  Evaluation-ResNet152_Transformer   F1-Score-VS     3  0.863158  ResNet152-Transformer  ResNet152  Transformer
383  Evaluation-ResNet152_Transformer   F1-Score-VS     4  0.844037  ResNet152-Transformer  ResNet152  Transformer
384  Evaluation-ResNet152_Transformer   F1-Score-VS     5  0.820000  ResNet152-Transformer  ResNet152  Transformer
385  Evaluation-ResNet152_Transformer   F1-Score-TA     1  0.775194  ResNet152-Transformer  ResNet152  Transformer
386  Evaluation-ResNet152_Transformer   F1-Score-TA     2  0.777778  ResNet152-Transformer  ResNet152  Transformer
387  Evaluation-ResNet152_Transformer   F1-Score-TA     3  0.784314  ResNet152-Transformer  ResNet152  Transformer
388  Evaluation-ResNet152_Transformer   F1-Score-TA     4  0.713043  ResNet152-Transformer  ResNet152  Transformer
389  Evaluation-ResNet152_Transformer   F1-Score-TA     5  0.790323  ResNet152-Transformer  ResNet152  Transformer

Metric
F1-Score-ACF    0.705709
F1-Score-CP     0.801178
F1-Score-Cap    0.771053
F1-Score-Hyd    0.805304
F1-Score-IA     0.778834
F1-Score-Idl    0.672540
F1-Score-Inc    0.800673
F1-Score-LI     0.848796
F1-Score-LP     0.749283
F1-Score-Pha    0.881993
F1-Score-TA     0.742941
F1-Score-VS     0.832932
F1-Score-Vis    0.708284
