                                 Experiment        Metric  File     Value                       Model             CNN          RNN
131       Evaluation-DenseNet121_Mamba-best  Accuracy-3rd     2  0.040639      DenseNet121-Mamba-best     DenseNet121        Mamba
132       Evaluation-DenseNet121_Mamba-best  Accuracy-3rd     3  0.058824      DenseNet121-Mamba-best     DenseNet121        Mamba
133       Evaluation-DenseNet121_Mamba-best  Accuracy-3rd     4  0.064336      DenseNet121-Mamba-best     DenseNet121        Mamba
134       Evaluation-DenseNet121_Mamba-best  Accuracy-3rd     5  0.057692      DenseNet121-Mamba-best     DenseNet121        Mamba
135       Evaluation-DenseNet121_Mamba-best  Accuracy-4th     1  0.021978      DenseNet121-Mamba-best     DenseNet121        Mamba
136       Evaluation-DenseNet121_Mamba-best  Accuracy-4th     2  0.030479      DenseNet121-Mamba-best     DenseNet121        Mamba
137       Evaluation-DenseNet121_Mamba-best  Accuracy-4th     3  0.025641      DenseNet121-Mamba-best     DenseNet121        Mamba
138       Evaluation-DenseNet121_Mamba-best  Accuracy-4th     4  0.029371      DenseNet121-Mamba-best     DenseNet121        Mamba
139       Evaluation-DenseNet121_Mamba-best  Accuracy-4th     5  0.028846      DenseNet121-Mamba-best     DenseNet121        Mamba
140       Evaluation-DenseNet121_Mamba-best  Accuracy-5th     1  0.006868      DenseNet121-Mamba-best     DenseNet121        Mamba
141       Evaluation-DenseNet121_Mamba-best  Accuracy-5th     2  0.011611      DenseNet121-Mamba-best     DenseNet121        Mamba
142       Evaluation-DenseNet121_Mamba-best  Accuracy-5th     3  0.018100      DenseNet121-Mamba-best     DenseNet121        Mamba
143       Evaluation-DenseNet121_Mamba-best  Accuracy-5th     4  0.018182      DenseNet121-Mamba-best     DenseNet121        Mamba
144       Evaluation-DenseNet121_Mamba-best  Accuracy-5th     5  0.013736      DenseNet121-Mamba-best     DenseNet121        Mamba
145       Evaluation-DenseNet121_Mamba-best      Accuracy     1  0.729396      DenseNet121-Mamba-best     DenseNet121        Mamba
146       Evaluation-DenseNet121_Mamba-best      Accuracy     2  0.753266      DenseNet121-Mamba-best     DenseNet121        Mamba
147       Evaluation-DenseNet121_Mamba-best      Accuracy     3  0.714932      DenseNet121-Mamba-best     DenseNet121        Mamba
148       Evaluation-DenseNet121_Mamba-best      Accuracy     4  0.675524      DenseNet121-Mamba-best     DenseNet121        Mamba
149       Evaluation-DenseNet121_Mamba-best      Accuracy     5  0.744505      DenseNet121-Mamba-best     DenseNet121        Mamba
150      Evaluation-DenseNet121_Transformer  Accuracy-1st     1  0.792582     DenseNet121-Transformer     DenseNet121  Transformer
151      Evaluation-DenseNet121_Transformer  Accuracy-1st     2  0.763425     DenseNet121-Transformer     DenseNet121  Transformer
152      Evaluation-DenseNet121_Transformer  Accuracy-1st     3  0.740573     DenseNet121-Transformer     DenseNet121  Transformer
153      Evaluation-DenseNet121_Transformer  Accuracy-1st     4  0.723077     DenseNet121-Transformer     DenseNet121  Transformer
154      Evaluation-DenseNet121_Transformer  Accuracy-1st     5  0.773352     DenseNet121-Transformer     DenseNet121  Transformer
155      Evaluation-DenseNet121_Transformer  Accuracy-2nd     1  0.123626     DenseNet121-Transformer     DenseNet121  Transformer
156      Evaluation-DenseNet121_Transformer  Accuracy-2nd     2  0.136430     DenseNet121-Transformer     DenseNet121  Transformer
157      Evaluation-DenseNet121_Transformer  Accuracy-2nd     3  0.138763     DenseNet121-Transformer     DenseNet121  Transformer
158      Evaluation-DenseNet121_Transformer  Accuracy-2nd     4  0.155245     DenseNet121-Transformer     DenseNet121  Transformer
159      Evaluation-DenseNet121_Transformer  Accuracy-2nd     5  0.120879     DenseNet121-Transformer     DenseNet121  Transformer
160      Evaluation-DenseNet121_Transformer  Accuracy-3rd     1  0.043956     DenseNet121-Transformer     DenseNet121  Transformer
161      Evaluation-DenseNet121_Transformer  Accuracy-3rd     2  0.059507     DenseNet121-Transformer     DenseNet121  Transformer
162      Evaluation-DenseNet121_Transformer  Accuracy-3rd     3  0.045249     DenseNet121-Transformer     DenseNet121  Transformer
163      Evaluation-DenseNet121_Transformer  Accuracy-3rd     4  0.062937     DenseNet121-Transformer     DenseNet121  Transformer
164      Evaluation-DenseNet121_Transformer  Accuracy-3rd     5  0.041209     DenseNet121-Transformer     DenseNet121  Transformer
165      Evaluation-DenseNet121_Transformer  Accuracy-4th     1  0.009615     DenseNet121-Transformer     DenseNet121  Transformer
166      Evaluation-DenseNet121_Transformer  Accuracy-4th     2  0.014514     DenseNet121-Transformer     DenseNet121  Transformer
167      Evaluation-DenseNet121_Transformer  Accuracy-4th     3  0.036199     DenseNet121-Transformer     DenseNet121  Transformer
168      Evaluation-DenseNet121_Transformer  Accuracy-4th     4  0.027972     DenseNet121-Transformer     DenseNet121  Transformer
169      Evaluation-DenseNet121_Transformer  Accuracy-4th     5  0.028846     DenseNet121-Transformer     DenseNet121  Transformer
170      Evaluation-DenseNet121_Transformer  Accuracy-5th     1  0.016484     DenseNet121-Transformer     DenseNet121  Transformer
171      Evaluation-DenseNet121_Transformer  Accuracy-5th     2  0.007257     DenseNet121-Transformer     DenseNet121  Transformer
172      Evaluation-DenseNet121_Transformer  Accuracy-5th     3  0.021116     DenseNet121-Transformer     DenseNet121  Transformer
173      Evaluation-DenseNet121_Transformer  Accuracy-5th     4  0.006993     DenseNet121-Transformer     DenseNet121  Transformer
174      Evaluation-DenseNet121_Transformer  Accuracy-5th     5  0.015110     DenseNet121-Transformer     DenseNet121  Transformer
175      Evaluation-DenseNet121_Transformer      Accuracy     1  0.792582     DenseNet121-Transformer     DenseNet121  Transformer
176      Evaluation-DenseNet121_Transformer      Accuracy     2  0.763425     DenseNet121-Transformer     DenseNet121  Transformer
177      Evaluation-DenseNet121_Transformer      Accuracy     3  0.740573     DenseNet121-Transformer     DenseNet121  Transformer
178      Evaluation-DenseNet121_Transformer      Accuracy     4  0.723077     DenseNet121-Transformer     DenseNet121  Transformer
179      Evaluation-DenseNet121_Transformer      Accuracy     5  0.773352     DenseNet121-Transformer     DenseNet121  Transformer
180            Evaluation-DenseNet201_BiGRU  Accuracy-1st     1  0.784341           DenseNet201-BiGRU     DenseNet201        BiGRU
181            Evaluation-DenseNet201_BiGRU  Accuracy-1st     2  0.767779           DenseNet201-BiGRU     DenseNet201        BiGRU
182            Evaluation-DenseNet201_BiGRU  Accuracy-1st     3  0.714932           DenseNet201-BiGRU     DenseNet201        BiGRU
183            Evaluation-DenseNet201_BiGRU  Accuracy-1st     4  0.735664           DenseNet201-BiGRU     DenseNet201        BiGRU
184            Evaluation-DenseNet201_BiGRU  Accuracy-1st     5  0.743132           DenseNet201-BiGRU     DenseNet201        BiGRU
185            Evaluation-DenseNet201_BiGRU  Accuracy-2nd     1  0.133242           DenseNet201-BiGRU     DenseNet201        BiGRU
186            Evaluation-DenseNet201_BiGRU  Accuracy-2nd     2  0.139332           DenseNet201-BiGRU     DenseNet201        BiGRU
187            Evaluation-DenseNet201_BiGRU  Accuracy-2nd     3  0.161388           DenseNet201-BiGRU     DenseNet201        BiGRU
188            Evaluation-DenseNet201_BiGRU  Accuracy-2nd     4  0.149650           DenseNet201-BiGRU     DenseNet201        BiGRU
189            Evaluation-DenseNet201_BiGRU  Accuracy-2nd     5  0.149725           DenseNet201-BiGRU     DenseNet201        BiGRU
190            Evaluation-DenseNet201_BiGRU  Accuracy-3rd     1  0.027473           DenseNet201-BiGRU     DenseNet201        BiGRU
191            Evaluation-DenseNet201_BiGRU  Accuracy-3rd     2  0.058055           DenseNet201-BiGRU     DenseNet201        BiGRU
192            Evaluation-DenseNet201_BiGRU  Accuracy-3rd     3  0.058824           DenseNet201-BiGRU     DenseNet201        BiGRU
193            Evaluation-DenseNet201_BiGRU  Accuracy-3rd     4  0.051748           DenseNet201-BiGRU     DenseNet201        BiGRU
194            Evaluation-DenseNet201_BiGRU  Accuracy-3rd     5  0.050824           DenseNet201-BiGRU     DenseNet201        BiGRU
195            Evaluation-DenseNet201_BiGRU  Accuracy-4th     1  0.021978           DenseNet201-BiGRU     DenseNet201        BiGRU
196            Evaluation-DenseNet201_BiGRU  Accuracy-4th     2  0.011611           DenseNet201-BiGRU     DenseNet201        BiGRU
197            Evaluation-DenseNet201_BiGRU  Accuracy-4th     3  0.019608           DenseNet201-BiGRU     DenseNet201        BiGRU
198            Evaluation-DenseNet201_BiGRU  Accuracy-4th     4  0.015385           DenseNet201-BiGRU     DenseNet201        BiGRU
199            Evaluation-DenseNet201_BiGRU  Accuracy-4th     5  0.019231           DenseNet201-BiGRU     DenseNet201        BiGRU
200            Evaluation-DenseNet201_BiGRU  Accuracy-5th     1  0.015110           DenseNet201-BiGRU     DenseNet201        BiGRU
201            Evaluation-DenseNet201_BiGRU  Accuracy-5th     2  0.010160           DenseNet201-BiGRU     DenseNet201        BiGRU
202            Evaluation-DenseNet201_BiGRU  Accuracy-5th     3  0.015083           DenseNet201-BiGRU     DenseNet201        BiGRU
203            Evaluation-DenseNet201_BiGRU  Accuracy-5th     4  0.016783           DenseNet201-BiGRU     DenseNet201        BiGRU
204            Evaluation-DenseNet201_BiGRU  Accuracy-5th     5  0.010989           DenseNet201-BiGRU     DenseNet201        BiGRU
205            Evaluation-DenseNet201_BiGRU      Accuracy     1  0.784341           DenseNet201-BiGRU     DenseNet201        BiGRU
206            Evaluation-DenseNet201_BiGRU      Accuracy     2  0.767779           DenseNet201-BiGRU     DenseNet201        BiGRU
207            Evaluation-DenseNet201_BiGRU      Accuracy     3  0.714932           DenseNet201-BiGRU     DenseNet201        BiGRU
208            Evaluation-DenseNet201_BiGRU      Accuracy     4  0.735664           DenseNet201-BiGRU     DenseNet201        BiGRU
209            Evaluation-DenseNet201_BiGRU      Accuracy     5  0.743132           DenseNet201-BiGRU     DenseNet201        BiGRU
210           Evaluation-DenseNet201_BiLSTM  Accuracy-1st     1  0.813187          DenseNet201-BiLSTM     DenseNet201       BiLSTM
211           Evaluation-DenseNet201_BiLSTM  Accuracy-1st     2  0.775036          DenseNet201-BiLSTM     DenseNet201       BiLSTM
212           Evaluation-DenseNet201_BiLSTM  Accuracy-1st     3  0.764706          DenseNet201-BiLSTM     DenseNet201       BiLSTM
213           Evaluation-DenseNet201_BiLSTM  Accuracy-1st     4  0.739860          DenseNet201-BiLSTM     DenseNet201       BiLSTM
214           Evaluation-DenseNet201_BiLSTM  Accuracy-1st     5  0.773352          DenseNet201-BiLSTM     DenseNet201       BiLSTM
215           Evaluation-DenseNet201_BiLSTM  Accuracy-2nd     1  0.119505          DenseNet201-BiLSTM     DenseNet201       BiLSTM
216           Evaluation-DenseNet201_BiLSTM  Accuracy-2nd     2  0.148041          DenseNet201-BiLSTM     DenseNet201       BiLSTM
217           Evaluation-DenseNet201_BiLSTM  Accuracy-2nd     3  0.135747          DenseNet201-BiLSTM     DenseNet201       BiLSTM
218           Evaluation-DenseNet201_BiLSTM  Accuracy-2nd     4  0.144056          DenseNet201-BiLSTM     DenseNet201       BiLSTM
219           Evaluation-DenseNet201_BiLSTM  Accuracy-2nd     5  0.129121          DenseNet201-BiLSTM     DenseNet201       BiLSTM
220           Evaluation-DenseNet201_BiLSTM  Accuracy-3rd     1  0.026099          DenseNet201-BiLSTM     DenseNet201       BiLSTM
221           Evaluation-DenseNet201_BiLSTM  Accuracy-3rd     2  0.030479          DenseNet201-BiLSTM     DenseNet201       BiLSTM
222           Evaluation-DenseNet201_BiLSTM  Accuracy-3rd     3  0.042232          DenseNet201-BiLSTM     DenseNet201       BiLSTM
