                                       Experiment        Metric  File     Value                              Model        CNN          RNN  finetuned  Blocks
374         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Hyd     5  0.138889         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
375         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Pha     1  0.816667         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
376         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Pha     2  0.869565         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
377         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Pha     3  0.949495         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
378         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Pha     4  0.783333         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
379         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Pha     5  0.792793         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
380         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-IA     1  0.656489         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
381         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-IA     2  0.578125         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
382         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-IA     3  0.694737         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
383         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-IA     4  0.533333         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
384         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-IA     5  0.538462         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
385         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-CP     1  0.246914         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
386         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-CP     2  0.442857         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
387         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-CP     3  0.409449         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
388         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-CP     4  0.117647         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
389         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-CP     5  0.142857         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
390         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LI     1  0.703704         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
391         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LI     2  0.747826         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
392         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LI     3  0.565657         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
393         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LI     4  0.732673         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
394         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LI     5  0.511628         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
395         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LP     1  0.220000         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
396         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LP     2  0.188235         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
397         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LP     3  0.312500         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
398         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LP     4  0.280000         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
399         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-LP     5  0.408163         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
400         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-ACF     1  0.232558         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
401         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-ACF     2  0.195122         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
402         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-ACF     3  0.376471         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
403         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-ACF     4  0.361905         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
404         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-ACF     5  0.336842         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
405         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-VS     1  0.494845         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
406         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-VS     2  0.666667         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
407         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-VS     3  0.655172         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
408         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-VS     4  0.565657         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
409         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-VS     5  0.666667         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
410         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-TA     1  0.212766         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
411         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-TA     2  0.490323         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
412         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-TA     3  0.342342         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
413         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-TA     4  0.385965         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
414         Evaluation-ResNet152_Mamba5-finetuned   F1-Score-TA     5  0.385714         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
415         Evaluation-ResNet152_Mamba5-finetuned      F1-Score     1  0.401284         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
416         Evaluation-ResNet152_Mamba5-finetuned      F1-Score     2  0.459792         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
417         Evaluation-ResNet152_Mamba5-finetuned      F1-Score     3  0.530596         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
418         Evaluation-ResNet152_Mamba5-finetuned      F1-Score     4  0.418095         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
419         Evaluation-ResNet152_Mamba5-finetuned      F1-Score     5  0.443531         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
420    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Idl     1  0.517241    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
421    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Idl     2  0.579710    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
422    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Idl     3  0.457143    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
423    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Idl     4  0.387097    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
424    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Idl     5  0.500000    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
425    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Inc     1  0.653846    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
426    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Inc     2  0.558140    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
427    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Inc     3  0.618557    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
428    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Inc     4  0.588235    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
429    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Inc     5  0.655738    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
430    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Vis     1  0.391608    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
431    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Vis     2  0.258824    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
432    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Vis     3  0.494845    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
433    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Vis     4  0.406504    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
434    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Vis     5  0.447059    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
435    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Cap     1  0.651852    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
436    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Cap     2  0.671429    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
437    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Cap     3  0.716049    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
438    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Cap     4  0.544218    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
439    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Cap     5  0.656000    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
440    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Hyd     1  0.427184    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
441    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Hyd     2  0.541353    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
442    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Hyd     3  0.551724    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
443    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Hyd     4  0.333333    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
444    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Hyd     5  0.355556    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
445    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Pha     1  0.825397    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
446    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Pha     2  0.864407    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
447    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Pha     3  0.948454    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
448    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Pha     4  0.803419    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
449    Evaluation-ResNet152_Transformer-finetuned  F1-Score-Pha     5  0.830189    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
450    Evaluation-ResNet152_Transformer-finetuned   F1-Score-IA     1  0.672414    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
451    Evaluation-ResNet152_Transformer-finetuned   F1-Score-IA     2  0.666667    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
452    Evaluation-ResNet152_Transformer-finetuned   F1-Score-IA     3  0.777778    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
453    Evaluation-ResNet152_Transformer-finetuned   F1-Score-IA     4  0.600000    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
454    Evaluation-ResNet152_Transformer-finetuned   F1-Score-IA     5  0.595420    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
455    Evaluation-ResNet152_Transformer-finetuned   F1-Score-CP     1  0.363636    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
456    Evaluation-ResNet152_Transformer-finetuned   F1-Score-CP     2  0.504854    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
457    Evaluation-ResNet152_Transformer-finetuned   F1-Score-CP     3  0.320988    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
458    Evaluation-ResNet152_Transformer-finetuned   F1-Score-CP     4  0.145833    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
459    Evaluation-ResNet152_Transformer-finetuned   F1-Score-CP     5  0.529412    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
460    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LI     1  0.747475    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
461    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LI     2  0.745763    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
462    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LI     3  0.666667    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
463    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LI     4  0.762887    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
464    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LI     5  0.725275    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
465    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LP     1  0.323529    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
466    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LP     2  0.492958    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
467    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LP     3  0.404762    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
468    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LP     4  0.427481    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
469    Evaluation-ResNet152_Transformer-finetuned   F1-Score-LP     5  0.413043    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
470    Evaluation-ResNet152_Transformer-finetuned  F1-Score-ACF     1  0.410256    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
471    Evaluation-ResNet152_Transformer-finetuned  F1-Score-ACF     2  0.311688    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
472    Evaluation-ResNet152_Transformer-finetuned  F1-Score-ACF     3  0.372093    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
473    Evaluation-ResNet152_Transformer-finetuned  F1-Score-ACF     4  0.446429    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
474    Evaluation-ResNet152_Transformer-finetuned  F1-Score-ACF     5  0.355932    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
475    Evaluation-ResNet152_Transformer-finetuned   F1-Score-VS     1  0.659574    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
476    Evaluation-ResNet152_Transformer-finetuned   F1-Score-VS     2  0.659794    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
477    Evaluation-ResNet152_Transformer-finetuned   F1-Score-VS     3  0.761905    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
478    Evaluation-ResNet152_Transformer-finetuned   F1-Score-VS     4  0.666667    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
479    Evaluation-ResNet152_Transformer-finetuned   F1-Score-VS     5  0.519481    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
480    Evaluation-ResNet152_Transformer-finetuned   F1-Score-TA     1  0.321839    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
481    Evaluation-ResNet152_Transformer-finetuned   F1-Score-TA     2  0.577465    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
482    Evaluation-ResNet152_Transformer-finetuned   F1-Score-TA     3  0.352941    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
483    Evaluation-ResNet152_Transformer-finetuned   F1-Score-TA     4  0.176471    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
484    Evaluation-ResNet152_Transformer-finetuned   F1-Score-TA     5  0.144578    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
485    Evaluation-ResNet152_Transformer-finetuned      F1-Score     1  0.535835    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
486    Evaluation-ResNet152_Transformer-finetuned      F1-Score     2  0.571773    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
487    Evaluation-ResNet152_Transformer-finetuned      F1-Score     3  0.572608    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
488    Evaluation-ResNet152_Transformer-finetuned      F1-Score     4  0.483736    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
489    Evaluation-ResNet152_Transformer-finetuned      F1-Score     5  0.517514    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
490  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Idl     1  0.533333  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
491  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Idl     2  0.500000  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
492  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Idl     3  0.510204  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
493  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Idl     4  0.366013  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
494  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Idl     5  0.318841  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
495  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Inc     1  0.604651  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
496  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Inc     2  0.666667  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
497  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Inc     3  0.463415  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
498  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Inc     4  0.645669  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
499  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Inc     5  0.689655  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
500  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Vis     1  0.297297  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
501  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Vis     2  0.295455  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
502  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Vis     3  0.441860  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
503  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Vis     4  0.396226  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
504  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Vis     5  0.377778  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
505  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Cap     1  0.688000  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
506  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Cap     2  0.721311  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
507  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Cap     3  0.640000  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
508  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Cap     4  0.562963  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
509  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Cap     5  0.577778  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
510  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Hyd     1  0.404494  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
511  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Hyd     2  0.503937  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
512  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Hyd     3  0.549618  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
513  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Hyd     4  0.403670  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
514  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Hyd     5  0.274510  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
515  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Pha     1  0.842975  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
516  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Pha     2  0.859504  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
517  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Pha     3  0.914894  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
518  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Pha     4  0.836364  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
519  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-Pha     5  0.792793  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
520  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-IA     1  0.653061  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
521  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-IA     2  0.672000  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
522  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-IA     3  0.737864  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
523  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-IA     4  0.651852  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
524  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-IA     5  0.597938  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
525  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-CP     1  0.466667  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
526  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-CP     2  0.509434  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
527  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-CP     3  0.329412  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
528  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-CP     4  0.119048  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
529  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-CP     5  0.495575  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
530  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LI     1  0.820000  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
531  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LI     2  0.675862  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
532  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LI     3  0.571429  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
533  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LI     4  0.717391  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
534  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LI     5  0.594059  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
535  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LP     1  0.363636  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
536  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LP     2  0.435484  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
537  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LP     3  0.393939  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
538  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LP     4  0.446602  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
539  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-LP     5  0.506329  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
540  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-ACF     1  0.416667  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
541  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-ACF     2  0.407767  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
542  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-ACF     3  0.425197  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
543  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-ACF     4  0.367816  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
544  Evaluation-ResNet152_Transformer10-finetuned  F1-Score-ACF     5  0.309524  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
545  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-VS     1  0.547619  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
546  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-VS     2  0.640777  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
547  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-VS     3  0.750000  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
548  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-VS     4  0.589474  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
549  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-VS     5  0.775510  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
550  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-TA     1  0.000000  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
551  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-TA     2  0.422222  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
552  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-TA     3  0.368932  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
553  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-TA     4  0.361702  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
554  Evaluation-ResNet152_Transformer10-finetuned   F1-Score-TA     5  0.325203  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
555  Evaluation-ResNet152_Transformer10-finetuned      F1-Score     1  0.510646  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
556  Evaluation-ResNet152_Transformer10-finetuned      F1-Score     2  0.562340  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
557  Evaluation-ResNet152_Transformer10-finetuned      F1-Score     3  0.545905  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
558  Evaluation-ResNet152_Transformer10-finetuned      F1-Score     4  0.497292  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
559  Evaluation-ResNet152_Transformer10-finetuned      F1-Score     5  0.510423  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
560   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Idl     1  0.530303   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
561   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Idl     2  0.553571   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
562   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Idl     3  0.577320   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
563   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Idl     4  0.416667   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
564   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Idl     5  0.537815   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
565   Evaluation-ResNet152_Transformer5-finetuned  F1-Score-Inc     1  0.627737   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
