                                       Experiment        Metric  File     Value                              Model        CNN          RNN  finetuned  Blocks
182          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-LI     3  0.520833          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
183          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-LI     4  0.606061          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
184          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-LI     5  0.229508          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
185          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-LP     1  0.162791          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
186          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-LP     2  0.450450          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
187          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-LP     3  0.382353          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
188          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-LP     4  0.407080          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
189          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-LP     5  0.233766          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
190          Evaluation-ResNet152_LSTM5-finetuned  F1-Score-ACF     1  0.434783          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
191          Evaluation-ResNet152_LSTM5-finetuned  F1-Score-ACF     2  0.324324          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
192          Evaluation-ResNet152_LSTM5-finetuned  F1-Score-ACF     3  0.324324          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
193          Evaluation-ResNet152_LSTM5-finetuned  F1-Score-ACF     4  0.396040          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
194          Evaluation-ResNet152_LSTM5-finetuned  F1-Score-ACF     5  0.236220          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
195          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-VS     1  0.461538          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
196          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-VS     2  0.562500          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
197          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-VS     3  0.653465          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
198          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-VS     4  0.376471          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
199          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-VS     5  0.715596          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
200          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-TA     1  0.222222          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
201          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-TA     2  0.486957          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
202          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-TA     3  0.000000          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
203          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-TA     4  0.129032          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
204          Evaluation-ResNet152_LSTM5-finetuned   F1-Score-TA     5  0.276596          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
205          Evaluation-ResNet152_LSTM5-finetuned      F1-Score     1  0.441507          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
206          Evaluation-ResNet152_LSTM5-finetuned      F1-Score     2  0.525607          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
207          Evaluation-ResNet152_LSTM5-finetuned      F1-Score     3  0.441695          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
208          Evaluation-ResNet152_LSTM5-finetuned      F1-Score     4  0.383612          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
209          Evaluation-ResNet152_LSTM5-finetuned      F1-Score     5  0.357573          ResNet152-LSTM5-finetuned  ResNet152         LSTM       True       5
210          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Idl     1  0.373984          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
211          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Idl     2  0.561983          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
212          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Idl     3  0.394737          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
213          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Idl     4  0.321429          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
214          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Idl     5  0.452174          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
215          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Inc     1  0.461538          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
216          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Inc     2  0.653846          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
217          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Inc     3  0.493151          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
218          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Inc     4  0.557377          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
219          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Inc     5  0.641221          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
220          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Vis     1  0.296296          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
221          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Vis     2  0.225352          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
222          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Vis     3  0.320000          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
223          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Vis     4  0.324675          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
224          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Vis     5  0.448598          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
225          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Cap     1  0.608000          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
226          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Cap     2  0.717949          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
227          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Cap     3  0.527778          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
228          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Cap     4  0.548387          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
229          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Cap     5  0.620000          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
230          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Hyd     1  0.165138          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
231          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Hyd     2  0.497110          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
232          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Hyd     3  0.567742          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
233          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Hyd     4  0.250000          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
234          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Hyd     5  0.224719          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
235          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Pha     1  0.744828          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
236          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Pha     2  0.793893          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
237          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Pha     3  0.934783          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
238          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Pha     4  0.745763          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
239          Evaluation-ResNet152_Mamba-finetuned  F1-Score-Pha     5  0.767857          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
240          Evaluation-ResNet152_Mamba-finetuned   F1-Score-IA     1  0.566372          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
241          Evaluation-ResNet152_Mamba-finetuned   F1-Score-IA     2  0.649573          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
242          Evaluation-ResNet152_Mamba-finetuned   F1-Score-IA     3  0.659794          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
243          Evaluation-ResNet152_Mamba-finetuned   F1-Score-IA     4  0.551724          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
244          Evaluation-ResNet152_Mamba-finetuned   F1-Score-IA     5  0.571429          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
245          Evaluation-ResNet152_Mamba-finetuned   F1-Score-CP     1  0.283465          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
246          Evaluation-ResNet152_Mamba-finetuned   F1-Score-CP     2  0.419753          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
247          Evaluation-ResNet152_Mamba-finetuned   F1-Score-CP     3  0.326531          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
248          Evaluation-ResNet152_Mamba-finetuned   F1-Score-CP     4  0.160920          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
249          Evaluation-ResNet152_Mamba-finetuned   F1-Score-CP     5  0.326923          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
250          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LI     1  0.742857          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
251          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LI     2  0.800000          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
252          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LI     3  0.642857          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
253          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LI     4  0.742857          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
254          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LI     5  0.584270          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
255          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LP     1  0.150000          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
256          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LP     2  0.289855          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
257          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LP     3  0.317073          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
258          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LP     4  0.252874          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
259          Evaluation-ResNet152_Mamba-finetuned   F1-Score-LP     5  0.437500          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
260          Evaluation-ResNet152_Mamba-finetuned  F1-Score-ACF     1  0.330827          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
261          Evaluation-ResNet152_Mamba-finetuned  F1-Score-ACF     2  0.471545          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
262          Evaluation-ResNet152_Mamba-finetuned  F1-Score-ACF     3  0.400000          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
263          Evaluation-ResNet152_Mamba-finetuned  F1-Score-ACF     4  0.356436          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
264          Evaluation-ResNet152_Mamba-finetuned  F1-Score-ACF     5  0.416667          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
265          Evaluation-ResNet152_Mamba-finetuned   F1-Score-VS     1  0.511111          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
266          Evaluation-ResNet152_Mamba-finetuned   F1-Score-VS     2  0.629630          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
267          Evaluation-ResNet152_Mamba-finetuned   F1-Score-VS     3  0.711538          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
268          Evaluation-ResNet152_Mamba-finetuned   F1-Score-VS     4  0.463415          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
269          Evaluation-ResNet152_Mamba-finetuned   F1-Score-VS     5  0.819672          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
270          Evaluation-ResNet152_Mamba-finetuned   F1-Score-TA     1  0.336134          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
271          Evaluation-ResNet152_Mamba-finetuned   F1-Score-TA     2  0.361702          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
272          Evaluation-ResNet152_Mamba-finetuned   F1-Score-TA     3  0.368932          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
273          Evaluation-ResNet152_Mamba-finetuned   F1-Score-TA     4  0.309278          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
274          Evaluation-ResNet152_Mamba-finetuned   F1-Score-TA     5  0.313253          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
275          Evaluation-ResNet152_Mamba-finetuned      F1-Score     1  0.428504          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
276          Evaluation-ResNet152_Mamba-finetuned      F1-Score     2  0.544015          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
277          Evaluation-ResNet152_Mamba-finetuned      F1-Score     3  0.512686          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
278          Evaluation-ResNet152_Mamba-finetuned      F1-Score     4  0.429626          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
279          Evaluation-ResNet152_Mamba-finetuned      F1-Score     5  0.509560          ResNet152-Mamba-finetuned  ResNet152        Mamba       True       1
280        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Idl     1  0.396040        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
281        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Idl     2  0.496350        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
282        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Idl     3  0.466667        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
283        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Idl     4  0.470588        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
284        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Idl     5  0.235294        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
285        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Inc     1  0.627737        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
286        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Inc     2  0.367347        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
287        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Inc     3  0.493151        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
288        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Inc     4  0.488889        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
289        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Inc     5  0.593220        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
290        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Vis     1  0.327273        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
291        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Vis     2  0.179775        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
292        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Vis     3  0.412371        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
293        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Vis     4  0.373626        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
294        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Vis     5  0.238806        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
295        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Cap     1  0.619469        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
296        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Cap     2  0.630137        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
297        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Cap     3  0.622222        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
298        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Cap     4  0.589928        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
299        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Cap     5  0.656000        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
300        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Hyd     1  0.393939        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
301        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Hyd     2  0.101266        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
302        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Hyd     3  0.564516        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
303        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Hyd     4  0.230769        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
304        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Hyd     5  0.112676        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
305        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Pha     1  0.788321        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
306        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Pha     2  0.829268        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
307        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Pha     3  0.926316        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
308        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Pha     4  0.811321        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
309        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-Pha     5  0.765217        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
310        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-IA     1  0.648148        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
311        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-IA     2  0.606061        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
312        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-IA     3  0.795918        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
313        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-IA     4  0.661157        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
314        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-IA     5  0.490196        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
315        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-CP     1  0.283582        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
316        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-CP     2  0.390977        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
317        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-CP     3  0.412371        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
318        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-CP     4  0.136986        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
319        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-CP     5  0.444444        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
320        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LI     1  0.754386        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
321        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LI     2  0.672727        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
322        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LI     3  0.701031        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
323        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LI     4  0.729167        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
324        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LI     5  0.447059        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
325        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LP     1  0.086957        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
326        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LP     2  0.198020        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
327        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LP     3  0.466667        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
328        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LP     4  0.404255        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
329        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-LP     5  0.340909        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
330        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-ACF     1  0.413793        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
331        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-ACF     2  0.333333        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
332        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-ACF     3  0.450450        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
333        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-ACF     4  0.369748        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
334        Evaluation-ResNet152_Mamba10-finetuned  F1-Score-ACF     5  0.295082        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
335        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-VS     1  0.647059        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
336        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-VS     2  0.591304        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
337        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-VS     3  0.761905        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
338        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-VS     4  0.727273        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
339        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-VS     5  0.707071        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
340        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-TA     1  0.339623        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
341        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-TA     2  0.458015        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
342        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-TA     3  0.392523        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
343        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-TA     4  0.252427        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
344        Evaluation-ResNet152_Mamba10-finetuned   F1-Score-TA     5  0.388571        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
345        Evaluation-ResNet152_Mamba10-finetuned      F1-Score     1  0.486640        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
346        Evaluation-ResNet152_Mamba10-finetuned      F1-Score     2  0.450352        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
347        Evaluation-ResNet152_Mamba10-finetuned      F1-Score     3  0.574316        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
348        Evaluation-ResNet152_Mamba10-finetuned      F1-Score     4  0.480472        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
349        Evaluation-ResNet152_Mamba10-finetuned      F1-Score     5  0.439580        ResNet152-Mamba10-finetuned  ResNet152        Mamba       True      10
350         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Idl     1  0.153846         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
351         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Idl     2  0.346457         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
352         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Idl     3  0.517241         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
353         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Idl     4  0.330097         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
354         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Idl     5  0.333333         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
355         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Inc     1  0.505051         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
356         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Inc     2  0.337662         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
357         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Inc     3  0.478873         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
358         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Inc     4  0.508475         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
359         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Inc     5  0.566929         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
360         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Vis     1  0.102564         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
361         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Vis     2  0.115942         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
362         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Vis     3  0.446809         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
363         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Vis     4  0.196429         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
364         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Vis     5  0.375000         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
365         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Cap     1  0.618421         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
366         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Cap     2  0.610169         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
367         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Cap     3  0.712644         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
368         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Cap     4  0.485876         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
369         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Cap     5  0.568627         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
370         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Hyd     1  0.252874         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
371         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Hyd     2  0.388350         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
372         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Hyd     3  0.436364         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
373         Evaluation-ResNet152_Mamba5-finetuned  F1-Score-Hyd     4  0.153846         ResNet152-Mamba5-finetuned  ResNet152        Mamba       True       5
