                                       Experiment        Metric  File     Value                              Model        CNN          RNN  finetuned  Blocks
191    Evaluation-ResNet152_Transformer-finetuned  Accuracy-3rd     2  0.098143    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
192    Evaluation-ResNet152_Transformer-finetuned  Accuracy-3rd     3  0.120879    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
193    Evaluation-ResNet152_Transformer-finetuned  Accuracy-3rd     4  0.095105    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
194    Evaluation-ResNet152_Transformer-finetuned  Accuracy-3rd     5  0.110947    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
195    Evaluation-ResNet152_Transformer-finetuned  Accuracy-4th     1  0.078249    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
196    Evaluation-ResNet152_Transformer-finetuned  Accuracy-4th     2  0.042440    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
197    Evaluation-ResNet152_Transformer-finetuned  Accuracy-4th     3  0.040816    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
198    Evaluation-ResNet152_Transformer-finetuned  Accuracy-4th     4  0.062937    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
199    Evaluation-ResNet152_Transformer-finetuned  Accuracy-4th     5  0.068047    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
200    Evaluation-ResNet152_Transformer-finetuned  Accuracy-5th     1  0.033156    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
201    Evaluation-ResNet152_Transformer-finetuned  Accuracy-5th     2  0.026525    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
202    Evaluation-ResNet152_Transformer-finetuned  Accuracy-5th     3  0.028257    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
203    Evaluation-ResNet152_Transformer-finetuned  Accuracy-5th     4  0.050350    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
204    Evaluation-ResNet152_Transformer-finetuned  Accuracy-5th     5  0.036982    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
205    Evaluation-ResNet152_Transformer-finetuned      Accuracy     1  0.531830    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
206    Evaluation-ResNet152_Transformer-finetuned      Accuracy     2  0.586207    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
207    Evaluation-ResNet152_Transformer-finetuned      Accuracy     3  0.569859    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
208    Evaluation-ResNet152_Transformer-finetuned      Accuracy     4  0.495105    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
209    Evaluation-ResNet152_Transformer-finetuned      Accuracy     5  0.529586    ResNet152-Transformer-finetuned  ResNet152  Transformer       True       1
210  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-1st     1  0.537135  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
211  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-1st     2  0.572944  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
212  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-1st     3  0.551020  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
213  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-1st     4  0.506294  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
214  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-1st     5  0.517751  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
215  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-2nd     1  0.173740  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
216  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-2nd     2  0.184350  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
217  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-2nd     3  0.224490  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
218  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-2nd     4  0.198601  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
219  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-2nd     5  0.213018  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
220  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-3rd     1  0.124668  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
221  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-3rd     2  0.091512  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
222  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-3rd     3  0.102041  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
223  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-3rd     4  0.082517  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
224  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-3rd     5  0.130178  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
225  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-4th     1  0.053050  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
226  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-4th     2  0.050398  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
227  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-4th     3  0.039246  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
228  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-4th     4  0.067133  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
229  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-4th     5  0.050296  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
230  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-5th     1  0.035809  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
231  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-5th     2  0.038462  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
232  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-5th     3  0.025118  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
233  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-5th     4  0.053147  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
234  Evaluation-ResNet152_Transformer10-finetuned  Accuracy-5th     5  0.028107  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
235  Evaluation-ResNet152_Transformer10-finetuned      Accuracy     1  0.537135  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
236  Evaluation-ResNet152_Transformer10-finetuned      Accuracy     2  0.572944  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
237  Evaluation-ResNet152_Transformer10-finetuned      Accuracy     3  0.551020  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
238  Evaluation-ResNet152_Transformer10-finetuned      Accuracy     4  0.506294  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
239  Evaluation-ResNet152_Transformer10-finetuned      Accuracy     5  0.517751  ResNet152-Transformer10-finetuned  ResNet152  Transformer       True      10
240   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-1st     1  0.529178   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
241   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-1st     2  0.575597   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
242   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-1st     3  0.569859   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
243   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-1st     4  0.500699   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
244   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-1st     5  0.532544   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
245   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-2nd     1  0.209549   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
246   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-2nd     2  0.194960   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
247   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-2nd     3  0.200942   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
248   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-2nd     4  0.226573   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
249   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-2nd     5  0.213018   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
250   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-3rd     1  0.091512   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
251   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-3rd     2  0.095491   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
252   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-3rd     3  0.109890   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
253   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-3rd     4  0.099301   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
254   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-3rd     5  0.091716   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
255   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-4th     1  0.079576   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
256   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-4th     2  0.051724   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
257   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-4th     3  0.051805   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
258   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-4th     4  0.043357   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
259   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-4th     5  0.073964   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
260   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-5th     1  0.039788   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
261   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-5th     2  0.031830   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
262   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-5th     3  0.026688   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
263   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-5th     4  0.036364   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
264   Evaluation-ResNet152_Transformer5-finetuned  Accuracy-5th     5  0.029586   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
265   Evaluation-ResNet152_Transformer5-finetuned      Accuracy     1  0.529178   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
266   Evaluation-ResNet152_Transformer5-finetuned      Accuracy     2  0.575597   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
267   Evaluation-ResNet152_Transformer5-finetuned      Accuracy     3  0.569859   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
268   Evaluation-ResNet152_Transformer5-finetuned      Accuracy     4  0.500699   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5
269   Evaluation-ResNet152_Transformer5-finetuned      Accuracy     5  0.532544   ResNet152-Transformer5-finetuned  ResNet152  Transformer       True       5

Metric
Accuracy        0.487865
Accuracy-1st    0.487865
Accuracy-2nd    0.202072
Accuracy-3rd    0.111781
Accuracy-4th    0.067260
Accuracy-5th    0.043034
